id,license id,account number,site number,legal name,doing business as name,address,city,state,zip code,ward,precinct,ward precinct,police district,license code,license description,business activity id,business activity,license number,application type,application created date,application requirements complete,payment date,conditional approval,license term start date,license term expiration date,license approved for issuance,date issued,license status,license status change date,ssa,latitude,longitude,location
1645421-20160416,2449351,296059,1,FRIENDS OF WASHBURNE CULINARY INSTITUTE,THE PARROT CAGE,7059 S SOUTH SHORE DR,CHICAGO,IL,60649,5,44,5-44,3,1481,Caterer's Liquor License,630,Catering of Liquor To Events,1645421,RENEW,,02/15/2016,07/28/2016,N,04/16/2016,04/15/2018,07/28/2016,08/24/2016,AAI,,,41.766603022,-87.566323723,"(41.76660302216941, -87.56632372273566)"
1622872-20160416,2449353,296059,1,FRIENDS OF WASHBURNE CULINARY INSTITUTE,THE PARROT CAGE,7059 S SOUTH SHORE DR,CHICAGO,IL,60649,5,44,5-44,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1622872,RENEW,,02/15/2016,07/28/2016,N,04/16/2016,04/15/2018,07/28/2016,08/24/2016,AAI,,,41.766603022,-87.566323723,"(41.76660302216941, -87.56632372273566)"
1622873-20160416,2449352,296059,1,FRIENDS OF WASHBURNE CULINARY INSTITUTE,THE PARROT CAGE,7059 S SOUTH SHORE DR,CHICAGO,IL,60649,5,44,5-44,3,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1622873,RENEW,,02/15/2016,07/28/2016,N,04/16/2016,04/15/2018,07/28/2016,08/24/2016,AAI,,,41.766603022,-87.566323723,"(41.76660302216941, -87.56632372273566)"
1623118-20161216,2494427,296161,1,THE SCENTUARY CORPORATION,THE SCENTUARY CORPORATION,2154 E 71ST ST,CHICAGO,IL,60649,5,47,5-47,3,1010,Limited Business License,,,1623118,RENEW,,10/15/2016,12/14/2016,N,12/16/2016,12/15/2018,12/14/2016,12/15/2016,AAI,,42,41.766394049,-87.571638694,"(41.76639404875212, -87.57163869374145)"
2206944-20161216,2494435,297320,1,WILSON ROGERS & COMPANY INC,WILSON ROGERS & COMPANY INC,2350 E 71ST ST,CHICAGO,IL,60649,5,44,5-44,3,4404,Regulated Business License,724,Other Home Occupations,2206944,RENEW,,10/15/2016,11/14/2016,N,12/16/2016,12/15/2018,11/14/2016,11/15/2016,AAI,,42,41.766435213,-87.567235928,"(41.76643521269271, -87.56723592839877)"
2206948-20161016,2485705,297353,2,ALEXANDER FLETCHER,FLETCHER LAUNDRYWORLD II,1346 E 75TH ST,CHICAGO,IL,60619,8,50,8-50,3,4404,Regulated Business License,693,Laundry Service,2206948,RENEW,,08/15/2016,10/05/2016,N,10/16/2016,10/15/2018,10/05/2016,10/05/2016,AAI,,,41.758827894,-87.591366127,"(41.75882789443388, -87.59136612676487)"
1648010-20161216,2494438,297544,1,"SEASHELL FISH & CHICKEN ON 71ST, INC.",SEASHELL FISH & CHICKEN,7131 S JEFFERY BLVD,CHICAGO,IL,60649,5,54,5-54,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1648010,RENEW,,10/15/2016,11/28/2016,N,12/16/2016,12/15/2018,11/28/2016,11/29/2016,AAI,,42,41.765189524,-87.576133104,"(41.765189524327816, -87.57613310396634)"
1675356-20161216,2494451,299401,1,SUNG HWAN PARK,COSMO DISCOUNT,6812 S STONY ISLAND AVE,CHICAGO,IL,60649,5,5,5-5,3,1010,Limited Business License,,,1675356,RENEW,,10/15/2016,11/07/2016,N,12/16/2016,12/15/2018,11/07/2016,11/08/2016,AAI,,42,41.771084286,-87.586418522,"(41.771084285869996, -87.58641852210906)"
1677267-20161216,2494456,300216,1,71 & JEFFERY INC.,BABA'S FAMOUS STEAK & LEMONAIDE,2101 E 71ST ST,CHICAGO,IL,60649,5,54,5-54,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1677267,RENEW,,10/15/2016,12/27/2016,N,12/16/2016,12/15/2018,12/27/2016,12/28/2016,AAC,12/28/2016,42,41.765990001,-87.573787337,"(41.765990001140594, -87.57378733665412)"
2496809-20161110,2496809,300237,3,J FASHION ENTERPRISES INCORPORATED,J FASHION ENTERPRISES / SHOP THE THRIFTY FASHIONISTA,7321 S SOUTH SHORE DR 3RD PL#135314F,CHICAGO,IL,60649,7,45,7-45,3,4409,Itinerant Merchant,783,"Sale of General Merchandise, Seasonal Items",2496809,ISSUE,11/10/2016,11/10/2016,11/10/2016,N,11/10/2016,02/15/2017,11/10/2016,11/10/2016,AAI,,,41.763591356,-87.559967135,"(41.76359135583004, -87.55996713501716)"
2477234-20160818,2477234,300237,3,J FASHION ENTERPRISES INCORPORATED,J FASHION ENTERPRISES / SHOP THE THRIFTY FASHIONISTA,7321 S SOUTH SHORE DR 3RD PL#135314F,CHICAGO,IL,60649,7,45,7-45,3,7002,Emerging Business,979,Mobile Boutique Operator,2477234,ISSUE,07/13/2016,08/18/2016,08/18/2016,N,08/18/2016,06/15/2018,08/18/2016,08/18/2016,AAI,,,41.763591356,-87.559967135,"(41.76359135583004, -87.55996713501716)"
2207082-20161216,2494481,303258,1,NATASHA M SPENCER AND DANIEL J WITCZAK,"Spencer-Witczak, LLC",6730 S SOUTH SHORE DR  803,CHICAGO,IL,60649,5,32,5-32,3,4404,Regulated Business License,724,Other Home Occupations,2207082,RENEW,,10/15/2016,11/21/2016,N,12/16/2016,12/15/2018,11/21/2016,11/22/2016,AAI,,,41.772627187,-87.56676654,"(41.77262718696298, -87.56676653959914)"
1716822-20161216,2494484,304813,1,"RAINBOW BEACH SUB SHOP, INC.",RAINBOW BEACH SUB SHOP,7520 S EXCHANGE AVE,CHICAGO,IL,60649,7,28,7-28,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1716822,RENEW,,10/15/2016,12/28/2016,N,12/16/2016,12/15/2018,12/28/2016,12/28/2016,AAI,,49,41.758441052,-87.559803711,"(41.75844105189417, -87.55980371127156)"
1718111-20161216,2494488,305536,1,"VALUE BEAUTY MART, INC.",VALUE BEAUTY SUPPLY,2357 E 75TH ST,CHICAGO,IL,60649,7,56,7-56,4,1010,Limited Business License,,,1718111,RENEW,,10/15/2016,10/26/2016,N,12/16/2016,12/15/2018,10/26/2016,10/27/2016,AAI,,49,41.758876417,-87.566516071,"(41.758876416760046, -87.56651607115427)"
1953228-20151116,2426131,305775,3,"GENESIS FINANCIAL & PAYMENT SYSTEMS, INC.",71ST & JEFFERY LOANS,7100 S JEFFERY BLVD 1ST B,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,,,1953228,RENEW,,09/15/2015,11/17/2015,N,11/16/2015,11/15/2017,11/17/2015,11/18/2015,AAI,,42,41.76602778,-87.576443123,"(41.7660277795161, -87.57644312277864)"
2212110-20150816,2404760,306078,1,GEORGE GRIGSBY,GEORGE GRIGSBY,7733 S SOUTH SHORE DR,CHICAGO,IL,60649,7,65,7-65,4,4406,Peddler License,770,"Peddler - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way (Special)",2212110,RENEW,,05/27/2015,05/27/2015,N,08/16/2015,08/15/2017,,05/27/2015,AAI,,,41.756371029,-87.552570734,"(41.7563710290834, -87.5525707335152)"
2207192-20161216,2494502,308003,1,"R.I.M.S. & ASSOCIATES, INC.",R.I.M.S. & ASSOCIATES INC.,7530-32 S ESSEX AVE BSMT,CHICAGO,IL,60649,7,39,7-39,4,4404,Regulated Business License,724,Other Home Occupations,2207192,RENEW,,10/15/2016,11/08/2016,N,12/16/2016,12/15/2018,11/08/2016,11/09/2016,AAI,,49,41.758081754,-87.564075686,"(41.75808175358206, -87.56407568628399)"
2207193-20161216,2494503,308242,1,ETHEL REED,ALVIN REED COMPLETE FLOOR MAINTENANCE,7217 S CORNELL AVE,CHICAGO,IL,60649,7,70,7-70,3,4404,Regulated Business License,724,Other Home Occupations,2207193,RENEW,,10/15/2016,12/13/2016,N,12/16/2016,12/15/2018,12/13/2016,12/13/2016,AAI,,,41.763704551,-87.584567241,"(41.76370455145757, -87.58456724147945)"
1743575-20161216,2494511,309226,1,K&G MEN'S COMPANY INC.,K&G MENS COMPANY #708,7540 S STONY ISLAND AVE 1,CHICAGO,IL,60649,8,50,8-50,4,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,1743575,RENEW,,10/15/2016,11/02/2016,N,12/16/2016,12/15/2018,11/02/2016,11/03/2016,AAI,,42,41.757513198,-87.586255939,"(41.75751319752835, -87.58625593942334)"
1801709-20160816,2473443,309473,5,"INSUREONE INDEPENDENT INSURANCE AGENCY, LLC",INSUREONE,1801 E 71ST ST 1ST,CHICAGO,IL,60649,7,36,7-36,3,1010,Limited Business License,197,Tax Preparation Services,1801709,RENEW,,06/15/2016,08/05/2016,N,08/16/2016,08/15/2018,08/05/2016,08/08/2016,AAI,,42,41.765915553,-87.581191917,"(41.76591555257659, -87.5811919168545)"
2423047-20150828,2423047,309495,7,"DTLR, INC.",DTLR,7550 S STONY ISLAND AVE,CHICAGO,IL,60649,8,50,8-50,4,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2423047,ISSUE,08/21/2015,08/27/2015,08/27/2015,N,08/28/2015,11/15/2017,08/27/2015,08/28/2015,AAI,,42,41.757220737,-87.586243621,"(41.75722073661839, -87.58624362085334)"
1943278-20160716,2467250,312172,12,"COMPREHANSIVE BUSINESS ACCOUNTING, INC.",JACKSON HEWITT TAX SERVICE,1953 E 71ST ST 1ST,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,197,Tax Preparation Services,1943278,RENEW,,05/15/2016,12/09/2016,N,07/16/2016,07/15/2018,12/09/2016,12/09/2016,AAI,,42,41.765956757,-87.576666404,"(41.765956756641984, -87.57666640355534)"
2207355-20161016,2485889,313751,1,"KARRY L. YOUNG DEVELOPMENT, LLC.","KARRY L. YOUNG DEVELOPMENT, LLC.",1310 E 75TH ST 2ND 2,CHICAGO,IL,60619,8,50,8-50,3,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2207355,RENEW,,08/15/2016,08/30/2016,N,10/16/2016,10/15/2018,08/30/2016,08/31/2016,AAI,,,41.758816119,-87.592779654,"(41.75881611946599, -87.59277965375071)"
2483058-20161216,2494556,314225,3,"DAY'S ADULT DAY CARE & PERSONAL CARE PROVIDERS, INC.",DAY'S ADULT DAY CARE AND PERSONAL CARE PROVIDERS,2455 E 75TH ST 1ST,CHICAGO,IL,60649,7,39,7-39,4,1010,Limited Business License,708,Miscellaneous Commercial Services,2483058,RENEW,,10/15/2016,12/27/2016,N,12/16/2016,12/15/2018,12/27/2016,12/28/2016,AAI,,49,41.758905422,-87.564170384,"(41.758905421663, -87.56417038387924)"
1801723-20161216,2494561,314358,1,LEROY M RICKS,BIKE CLINIC,2221 E 71ST ST 1,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,,,1801723,RENEW,,10/15/2016,11/07/2016,N,12/16/2016,12/15/2018,11/07/2016,11/08/2016,AAI,,42,41.766022628,-87.570471527,"(41.76602262793247, -87.57047152688767)"
1847296-20161216,2494599,322085,1,R & D #1 INC,BP AM PM GAS STATION,6701 S JEFFERY BLVD,CHICAGO,IL,60649,5,31,5-31,3,1275,Filling Station,666,Operation of a Fuel Filling Station,1847296,RENEW,,10/15/2016,12/14/2016,N,12/16/2016,12/15/2018,12/14/2016,12/15/2016,AAI,,,41.77336022,-87.576345489,"(41.77336021957957, -87.57634548865575)"
1847297-20161216,2494598,322085,1,R & D #1 INC,BP AM PM GAS STATION,6701 S JEFFERY BLVD,CHICAGO,IL,60649,5,31,5-31,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1847297,RENEW,,10/15/2016,12/14/2016,N,12/16/2016,12/15/2018,12/14/2016,12/15/2016,AAI,,,41.77336022,-87.576345489,"(41.77336021957957, -87.57634548865575)"
1847294-20161216,2494600,322085,1,R & D #1 INC,BP AM PM GAS STATION,6701 S JEFFERY BLVD,CHICAGO,IL,60649,5,31,5-31,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1847294,RENEW,,10/15/2016,12/14/2016,N,12/16/2016,12/15/2018,12/14/2016,12/15/2016,AAI,,,41.77336022,-87.576345489,"(41.77336021957957, -87.57634548865575)"
1848126-20161216,2494602,322426,1,"ASTORIA PROPERTIES, LLC","ASTORIA PROPERTIES, LLC",7203 S EXCHANGE AVE 1ST FLOOR 1,CHICAGO,IL,60649,7,40,7-40,3,1010,Limited Business License,,,1848126,RENEW,,10/15/2016,10/31/2016,N,12/16/2016,12/15/2018,10/31/2016,11/01/2016,AAI,,49,41.764463827,-87.564698294,"(41.76446382735005, -87.56469829406788)"
1869450-20161216,2494607,323263,1,"CBI COMPUTERS, INC.","CBI COMPUTERS, INC.",7269 S EXCHANGE AVE 1ST,CHICAGO,IL,60649,7,40,7-40,3,1010,Limited Business License,,,1869450,RENEW,,10/15/2016,12/12/2016,N,12/16/2016,12/15/2018,12/12/2016,12/13/2016,AAI,,49,41.762952196,-87.563345486,"(41.76295219627869, -87.56334548552576)"
1880021-20161216,2494625,325381,1,"SHAJIN ENTERPRISES, INC.",SUBWAY,2101 E 71ST ST 1ST I,CHICAGO,IL,60649,5,54,5-54,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1880021,RENEW,,10/15/2016,11/12/2016,N,12/16/2016,12/15/2018,11/12/2016,11/14/2016,AAI,,42,41.765990001,-87.573787337,"(41.765990001140594, -87.57378733665412)"
1893191-20161216,2494644,328768,1,FOX CLEANERS CO.,FOX CLEANERS CO.,7629 S JEFFERY BLVD 1,CHICAGO,IL,60649,8,60,8-60,4,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,1893191,RENEW,,10/15/2016,01/06/2017,N,12/16/2016,12/15/2018,01/06/2017,01/06/2017,AAI,,,41.75618039,-87.575939106,"(41.75618038977235, -87.57593910621871)"
2354978-20160726,2354978,329723,3,PRODIGY CHILD INC.,PRODIGY CHILD LEARNING CENTER ANNEX,1932-1934 E 79TH ST 1ST,CHICAGO,IL,60649,8,23,8-23,4,1023,Children's Services Facility License,824,"Supervision of, and Care for, Children 2-6 Years of Age, During the Day Between 6am-9pm With Before and After School Programs",2354978,ISSUE,09/05/2014,11/20/2014,11/20/2014,N,07/26/2016,07/15/2018,07/26/2016,07/26/2016,AAI,,50,41.751702019,-87.577146584,"(41.751702019458726, -87.57714658407856)"
2463570-20160426,2463570,332563,3,ROY HIGGS,ROY HIGGS,6848 S HARPER AVE  1,CHICAGO,IL,60637,5,10,5-10,3,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2463570,ISSUE,04/26/2016,04/26/2016,04/26/2016,N,04/26/2016,06/15/2018,,04/26/2016,AAI,,,41.770051913,-87.588144005,"(41.77005191326892, -87.5881440053803)"
2308526-20161216,2494671,334433,1,"LEE'S YH CLEANERS, INC.",LEE'S CLEANERS,7857 S YATES BLVD 1 1,CHICAGO,IL,60649,7,57,7-57,4,4404,Regulated Business License,693 | 649,Laundry Service | Dry Cleaning - Plant On Premises,2308526,RENEW,,10/15/2016,12/01/2016,N,12/16/2016,12/15/2018,12/01/2016,12/02/2016,AAI,,49,41.751876217,-87.566087721,"(41.7518762174514, -87.56608772131331)"
1938693-20161216,2494691,338662,1,"J & J STONY ISLAND, INC.",J & J FISH & CHICKEN,6814 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,5,5-5,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1938693,RENEW,,10/15/2016,11/30/2016,N,12/16/2016,12/15/2018,11/30/2016,12/01/2016,AAI,,42,41.771028007,-87.586417187,"(41.7710280071688, -87.58641718666685)"
1943058-20161216,2494703,339162,1,"RADHA FOODS, INC.",subway,6718 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,5,5-5,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1943058,RENEW,,10/15/2016,11/04/2016,N,12/16/2016,12/15/2018,11/04/2016,11/07/2016,AAI,,42,41.772725153,-87.586442436,"(41.77272515346843, -87.58644243639392)"
1943471-20161216,2494714,339363,1,"AL-SHAFA HEALTH CARE, INC.","AL-SHAFA HEALTH CARE, INC.",1957 E 71ST ST 2 204,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,,,1943471,RENEW,,10/15/2016,11/18/2016,N,12/16/2016,12/15/2018,11/18/2016,11/21/2016,AAI,,42,41.76595769,-87.576511516,"(41.76595768956137, -87.57651151576684)"
2349944-20150516,2388888,339799,5,"BELL TAX SERVICE, INC.","BELL TAX SERVICE, INC.",6945 S STONY ISLAND AVE 1ST A,CHICAGO,IL,60649,5,21,5-21,3,1010,Limited Business License,659 | 197,Financial and Accounting Services | Tax Preparation Services,2349944,RENEW,,03/15/2015,03/24/2015,N,05/16/2015,05/15/2017,03/24/2015,03/25/2015,AAI,,42,41.768474755,-87.585839456,"(41.768474755256136, -87.58583945592761)"
2121331-20151216,2430784,340432,3,"SK COMMUNICATIONS IL, INC.",SK COMMUNICATIONS,7131 S JEFFERY BLVD 1ST A2,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,,,2121331,RENEW,,10/15/2015,12/10/2015,N,12/16/2015,12/15/2017,12/10/2015,12/11/2015,AAI,,42,41.765189524,-87.576133104,"(41.765189524327816, -87.57613310396634)"
1963624-20160716,2467568,341799,6,BRODERSEN ENTERPRISES OF ILLINOIS LLC,POPEYE' S FRIED CHICKEN,7430 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,8,50,8-50,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1963624,RENEW,,05/15/2016,06/22/2016,N,07/16/2016,07/15/2018,06/22/2016,09/29/2016,AAI,,42,41.759720641,-87.586310449,"(41.7597206413212, -87.5863104488657)"
1985943-20161216,2494809,345951,1,"NADIA FISH & CHICKEN, INC.","NADIA FISH & CHICKEN, INC.",2704 E 75TH ST 1,CHICAGO,IL,60649,7,44,7-44,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1985943,RENEW,,10/15/2016,12/08/2016,N,12/16/2016,12/15/2018,12/08/2016,12/09/2016,AAI,,49,41.76005986,-87.558489862,"(41.760059860189635, -87.55848986206058)"
1992559-20150716,2402120,347277,1,LONNIE G. HODGES,LONNIE'S YOUNG CUTS,1524 E 69TH PL 1,CHICAGO,IL,60637,5,10,5-10,3,1010,Limited Business License,894,Hair Services,1992559,RENEW,,05/15/2015,07/13/2015,N,07/16/2015,07/15/2017,07/13/2015,07/14/2015,AAI,,42,41.768892301,-87.586858699,"(41.768892301085636, -87.58685869891039)"
2451747-20160224,2451747,347277,2,LONNIE G. HODGES,LYC TOTAL HAIR CARE,1526 E 69TH PL 1ST,CHICAGO,IL,60637,5,10,5-10,3,1010,Limited Business License,896 | 894,Skincare Services | Hair Services,2451747,ISSUE,02/24/2016,02/24/2016,02/24/2016,N,02/24/2016,07/15/2017,02/24/2016,02/24/2016,AAI,,42,41.768893068,-87.586773483,"(41.76889306750671, -87.58677348342435)"
2002586-20161216,2494840,348107,1,JEFFERY SUB INC.,JEFFERY SUB,2020 E 71ST ST 1 1,CHICAGO,IL,60649,5,40,5-40,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2002586,RENEW,,10/15/2016,11/03/2016,N,12/16/2016,12/15/2018,11/03/2016,11/04/2016,AAI,,42,41.766359356,-87.575398879,"(41.766359356037384, -87.57539887870482)"
2189696-20160616,2461585,348506,4,"LUP Maintenance, LLC",L.U.P. Pest Control & Property Maintennce Company,7124 S JEFFERY BLVD FIRST,CHICAGO,IL,60649,5,,5-,,1010,Limited Business License,,,2189696,RENEW,,04/15/2016,06/23/2016,N,06/16/2016,06/15/2018,06/23/2016,08/11/2016,AAI,,42,41.765383612,-87.576431409,"(41.76538361155698, -87.57643140861235)"
2003692-20161216,2494842,348516,1,"Windy City Engine and Parts, Inc.","Windy City Engine and Parts, Inc.",7700 S STONY ISLAND AVE 1,CHICAGO,IL,60649,5,12,5-12,4,1010,Limited Business License,,,2003692,RENEW,,10/15/2016,10/28/2016,N,12/16/2016,12/15/2018,10/28/2016,10/31/2016,AAI,,42,41.755027687,-87.586269522,"(41.755027686810685, -87.58626952173414)"
2014223-20161216,2494856,350129,1,"PRETTY NAILS OF ILLINOIS, INC.",PRETTY NAILS,7131 S JEFFERY BLVD 1 J,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,895,Nail Services,2014223,RENEW,,10/15/2016,11/03/2016,N,12/16/2016,12/15/2018,11/03/2016,11/04/2016,AAI,,42,41.765189524,-87.576133104,"(41.765189524327816, -87.57613310396634)"
2483008-20160720,2483008,351377,2,"SACRED MEMORIES, LTD.",SACRED MEMORIES AT SLAUGHTER FUNERAL HOME,2024 E 75TH ST 1,CHICAGO,IL,60649,8,4,8-4,3,1010,Limited Business License,904,Retail Sales of General Merchandise,2483008,ISSUE,07/20/2016,07/20/2016,07/20/2016,N,07/20/2016,07/15/2018,07/20/2016,07/20/2016,AAI,,,41.758998905,-87.575059407,"(41.75899890505476, -87.57505940737161)"
2022152-20161216,2494876,351404,1,HOANG THANH NGUYEN,JEFFERY NAILS,7112 S JEFFERY BLVD 1,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,895,Nail Services,2022152,RENEW,,10/15/2016,11/26/2016,N,12/16/2016,12/15/2018,11/26/2016,11/28/2016,AAI,,42,41.765706687,-87.576437155,"(41.7657066872547, -87.57643715451465)"
2279320-20160516,2455976,352095,1,"75TH & YATES GAS, INC.",AMSTAR FUEL & MINI MART,2352 E 75TH ST 1,CHICAGO,IL,60649,7,50,7-50,3,1781,Tobacco Retail Over Counter,776,Retail Sales of Tobacco Products,2279320,RENEW,,03/15/2016,04/29/2016,N,05/16/2016,05/15/2018,04/29/2016,05/02/2016,AAI,,49,41.75909398,-87.566689214,"(41.759093980239946, -87.5666892139346)"
2027297-20160516,2455950,352095,1,"75TH & YATES GAS, INC.",AMSTAR FUEL & MINI MART,2352 E 75TH ST 1,CHICAGO,IL,60649,7,50,7-50,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2027297,RENEW,,03/15/2016,04/29/2016,N,05/16/2016,05/15/2018,04/29/2016,05/02/2016,AAI,,49,41.75909398,-87.566689214,"(41.759093980239946, -87.5666892139346)"
2027299-20160516,2455951,352095,1,"75TH & YATES GAS, INC.",AMSTAR FUEL & MINI MART,2352 E 75TH ST 1,CHICAGO,IL,60649,7,50,7-50,3,1275,Filling Station,666,Operation of a Fuel Filling Station,2027299,RENEW,,03/15/2016,04/29/2016,N,05/16/2016,05/15/2018,04/29/2016,05/02/2016,AAI,,49,41.75909398,-87.566689214,"(41.759093980239946, -87.5666892139346)"
2422840-20160616,2461771,353703,7,STEVE NGUYEN,TOP 10 NAILS & SPA,6942 S STONY ISLAND AVE 1,CHICAGO,IL,60649,5,10,5-10,3,1010,Limited Business License,895,Nail Services,2422840,RENEW,,04/15/2016,05/11/2016,N,06/16/2016,06/15/2018,05/11/2016,05/12/2016,AAI,,42,41.768422992,-87.58653313,"(41.76842299198831, -87.58653313011507)"
2041659-20160816,2474063,354207,1,"ADAMS FOOD & CELLULAR, INC.",ADAMS FOOD MART,6810 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,5,5-5,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2041659,RENEW,,06/15/2016,07/21/2016,N,08/16/2016,08/15/2018,07/21/2016,07/22/2016,AAI,,42,41.771140704,-87.586419909,"(41.771140704476146, -87.58641990922546)"
2041660-20160816,2474064,354207,1,"ADAMS FOOD & CELLULAR, INC.",ADAMS FOOD MART,6810 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,5,5-5,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2041660,RENEW,,06/15/2016,07/21/2016,N,08/16/2016,08/15/2018,07/21/2016,07/22/2016,AAI,,42,41.771140704,-87.586419909,"(41.771140704476146, -87.58641990922546)"
2048917-20160816,2474150,355364,1,BIG SALEM INC,BIG SALEM INC,1724 E 71ST ST 1 1,CHICAGO,IL,60649,5,21,5-21,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2048917,RENEW,,06/15/2016,07/12/2016,N,08/16/2016,08/15/2018,07/12/2016,07/13/2016,AAI,,42,41.766285928,-87.582734205,"(41.76628592818767, -87.5827342047212)"
2048913-20160816,2474151,355364,1,BIG SALEM INC,BIG SALEM INC,1724 E 71ST ST 1 1,CHICAGO,IL,60649,5,21,5-21,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2048913,RENEW,,06/15/2016,07/12/2016,N,08/16/2016,08/15/2018,07/12/2016,07/13/2016,AAI,,42,41.766285928,-87.582734205,"(41.76628592818767, -87.5827342047212)"
2219037-20160916,2481597,356341,1,GOLDLEAF PAINTING AND DESIGN LLC,GOLDLEAF PAINTING AND DESIGN LLC,7816 S JEFFERY BLVD 2 2,CHICAGO,IL,60649,8,23,8-23,4,4404,Regulated Business License,673,Home Repair Services,2219037,RENEW,,07/15/2016,11/16/2016,N,09/16/2016,09/15/2018,11/16/2016,11/17/2016,AAI,,50,41.752879918,-87.576160582,"(41.75287991790793, -87.5761605815665)"
2055431-20160916,2481617,356474,1,"CHEZ VOUZ, INC.","CHEZ VOUZ, INC.",1931 E 71ST ST 1,CHICAGO,IL,60649,5,42,5-42,3,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2055431,RENEW,,07/15/2016,09/15/2016,N,09/16/2016,09/15/2018,09/15/2016,09/28/2016,AAI,,42,41.765948271,-87.577532208,"(41.76594827126691, -87.57753220835319)"
2059761-20161016,2486459,356760,1,"EL BARAKAH SUPER MARKET, INC.",EL BARAKAH SUPER MARKET,7300 S SOUTH SHORE DR 1ST,CHICAGO,IL,60649,7,44,7-44,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2059761,RENEW,,08/15/2016,09/20/2016,N,10/16/2016,10/15/2018,09/20/2016,09/21/2016,AAI,,,41.763909558,-87.560641496,"(41.763909558203146, -87.5606414961611)"
