Name,BuildingNumber,Fraction,Street,Unit,City,Zip Code,GeoArea,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,Note,PhoneNumber,Email,Website
New Life Multicare Ministries,6934,,S Constance Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Positive Outlet Systems,6700,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Pj Smith And Associates,7337,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
PM Graphics,6950,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-955-5689,,
Personal Touch Preparatory Center Limited,7337,,S South Shore Dr,Apt 806,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Pep Squad Organization,7230,,S Euclid Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-667-6950,,
Peacock Jeweline,7822,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Operation H E L P P,2614,,E 73rd St,Lower Level,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Opare Strategy and Development,7232,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-643-8442,,
Oswald Reginald Innis,7420,,S Kingston Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Patti Cake,7425,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
QP Marketing and Promotions,7233,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-643-4947,,
Psa Health Care,2623,,E 77th St,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Ragtime Enterprises,7251,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,630-991-3838,,
Radcliffe and Associates,6910,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Prestige Consulting Group,7803,,S Clyde Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,312-296-6695,,
Rhynocorp,2507,,E 74th St,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-902-2576,,
Reign Down Production,7818,,S Luella Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Ronald Branch,7207,,S Luella Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Room To Bloom,6730,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Roberts Naurice,6700,,S Oglesby Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-684-7775,,
Rising Star Project,7210,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Richardson Enterprises,7544,,S Kingston Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Rouse Real Estate Investments,6736,,S Merrill Ave,Apt 3N,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Royaltys Extravaganza,7652,,S Colfax Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Rtsi,6700,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Khnum Ra,7701,,S Kingston Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Kj Consulting,6736,,S Chappel Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,312-203-7342,,
Kmeleon Cars,7616,,S Kingston Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Knights Of Peter Claver - 198 Holy Cross Court,7810,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
L M Armstrong Foundation,6945,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Larry Eason Maintenance,7241,,S Merrill Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-752-7910,,
Leatha R Woolfolk,6755,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-493-2752,,
Lacquered Images Limited,7337,,S South Shore Dr,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-540-8656,,
Lady Entertainment,7030,,S Cornell Ave,Ste 1,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Literary Exchange,2617,,E 74th Pl,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,No sign or number,,,
Leco's Transportation Service,7236,,S Phillips Ave,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Lyda Graphics,7600,,S Phillips Ave,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
M Power U,7022,,S Cregier Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
M6 Incorporated H U7238 S,7238,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-363-9020,,
Machinists Tools,7237,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Love Foundation,7337,,S South Shore Dr,Apt 608,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
LRKS 80,6940,,S Jeffery Ave,Apt 3,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Lucas Greene Associates,7321,,S South Shore Dr,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-374-2200,,
National Association Of Postal Supervisors Alonzo J Jernigan Chicago,7420,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
National Council of Negro Women,7426,,S Constance Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-363-0441,,
Nehemiah Group,6938,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
Mytechiescom Corporation,6743,,S Cornell Ave,Unit 3N,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
Natalie Ford,7750,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,Went to voicemail,773-731-8415,,
Must Read Books,6921,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Muhammad Publishing,7212,,S Paxton Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-324-5152,,
Montana Holding Corporation,1761,,E 71st Pl,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Modern Technology II,7000,,S Cregier Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-891-0017,,
MBMD Strategic Consultants,6757,,S Jeffery Ave,Ste A,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-288-2988,,
Masters Touch,6900,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Michael G Dyson Family,7149,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,Straight to voicemail,773-363-3009,,
Mid-America Knights of Lithuania Institute,6939,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Mended Wings Developmental Institute,1639,,E 74th Pl,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,No sign or number,,,
Mfinite Enterprise,6825,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Middle Passages,7144,,S Yates Blvd,Unit 2N,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Midwest Services,6939,,S Harper Ave,,Chicago,60637,South Shore,Unknown,Unknown,Unknown,True,,,,
Milestone Holdings,6900,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Millennium Information Systems,7638,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-375-7959,,
Minority Enterprise Development Information Agency,7434,,S Luella Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Minority Holistic Health Initiative,6848,,S South Shore Dr,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-406-2152,,
Miss Chicago American Pageants,7400,,S Luella Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
Jaurel Group,1506,,E 72nd St,,Chicago,,South Shore,Unknown,Unknown,Unknown,True,,,,
Jackson Park Highlands Association,7007,,S Cregier Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Its A Dunn Deal,7811,,S Chappel Ave,Ste 1E,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-374-7900,,
International Perfume and Scent Bottle Collection Association,6922,,S Jeffery Ave,Unit 7N,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
K C Reality Investments,7831,,S Ridgeland Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Kemis Kollections,6730,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-363-0857,,
Ken Hayes & Associates,6755,,S Ridgeland Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Joyce A Hunter,6746,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-298-3615,,
Jp Paskal's Designs,6730,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Juanita Bradley,7614,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-768-5568,,
Judah Now,7337,,S South Shore Dr,Unit 824,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Judie Neckwear,7807,,S Cregier Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Jupiter PC Solutions,7659,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Joshua G Jackson,1634,,E 69th St,Apt 1C,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,773-263-3428,,
Jonathan E Bloom & Associates,2666,,E 73rd St,Apt 11W,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-768-1100,,
Jewels International,1415,,E 75th St,Unit 1,Chicago,60619,South Shore,Out of Business,Unknown,Unknown,True,,,,
Jenkins Services,1406,,E 72nd Pl,,Chicago,60619,South Shore,Unknown,Unknown,Unknown,True,,,,
Hill Porshia,1717,,E 68th St,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Holland's Realty and Mortgage Group Company,7308,,S Yates Blvd,Fl 3,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-933-9662,,
Htha Family Service Ministries,6700,,S South Shore Dr,Apt 3J,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-256-1688,,
Heather Parish,6756,,S Oglesby Ave,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-684-5040,,
Help U Help Yourself,7119,,S Euclid Ave,Apt 3,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Hawks Nest,6900,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Impeccably Elegant Creations,1934,,E 74th St,Apt 206,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-543-4390,,
Indelible Entertainment,7718,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-908-5921,,
Innovative Communication Therapy,6941,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-324-0926,,
Insignia Advertising,7112,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,Went to voicemail,773-818-6211,,
Institute of Universal Learning - Karim Foundation,7435,,S Kenwood Ave,,Chicago,60619,South Shore,Out of Business,Unknown,Unknown,True,,,,
Ifa Yoruba Contemporary Arts Foundation,6947,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Honeybee Popcorn Palace,7351,,S Kenwood Ave,,Chicago,60619,South Shore,Out of Business,Unknown,Unknown,True,,773-643-9201,,
I 2 R,7609,,S Clyde Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Harmony N Me,6816,,S Cregier Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-656-9116,,
Harris Shedrack Appraiser,7812,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Harriet Tubman Place,7338,,S Crandon Ave,Unit 1,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Gunz Development,6810,,S Dorchester Ave,,Chicago,60637,South Shore,Out of Business,Unknown,Unknown,True,,,,
H L Jackson Consulting,7645,,S Yates Blvd,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,773-636-4661,,
Hampton Enterprises,7456,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Wendell Phillips Centennial,7243,,S Coles Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
WDK Enterprises,7810,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-221-1588,,
Vision Management and Consulting,1402,,E 73rd St,,Chicago,60619,South Shore,Active,Unknown,Unknown,True,,773-288-5000,,
Vitto Okoye and Associates,7709,,S Luella Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Virago Racing Group,2571,,E 71st St,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,312-953-2727,,
Ward War Against Racial Division,1534,,E 74th St,,Chicago,60619,South Shore,Unknown,Unknown,Unknown,True,,,,
Val Son Solutions,7647,,S Colfax Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-530-0514,,
Unity Parenting Center Focus Hope,7752,,S Kingston Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Ultimate Spirit,7701,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
United Consumer Network,7131,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Thompson Services,6906,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,773-288-2521,,
The Urban Wellness Project,7451,,S Euclid Pkwy,,Chicago,60649,South Shore,Active,Unknown,Unknown,True,,,,
Tj6freelance Design,2704,,E 76th St,Apt 2S,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,708-217-2718,,
Together We Rise,7337,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Tom Skee Capital,6810,,S Dorchester Ave,,Chicago,60637,South Shore,Out of Business,Unknown,Unknown,True,,,,
Trade Point Illinois,2772,,E 75th St,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,773-978-0550,,
Turner Foundation,7553,,S Essex Ave,Apt 1,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Troutman Consulting,7530,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Truth Productions,2710,,E 77th St,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Trans Atlantic Prof,7432,,S Phillips Ave,,Chicago,,South Shore,Out of Business,Unknown,Unknown,True,,,,
Trashbag Saints,7538,,S Essex Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Youth Choice,6730,,S South Shore Dr,Apt 1502,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
Your Forte Special Events,7654,,S Paxton Ave,,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
X-clusivity Event Productions,7011,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,312-275-5775,,
XS Tennis and Education Foundation,7211,,S Paxton Ave,,Chicago,60649,South Shore,Out of Business,Unknown,Unknown,True,,,,
Xwoods Enterprise,7727,,S Kingston Ave,3S,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
World Empire Financial,7136,,S Bennett Ave,Apt 3A,Chicago,60649,South Shore,Unknown,Unknown,Unknown,True,,,,
